 0.4667  0.0  -1 0.0 -2.8283 
 0.4727  0.0  -1 0.0 -2.8650 
 0.4788  0.0  -1 0.0 -2.9017 
 0.4848  0.0  -1 0.0 -2.9385 
 0.4909  0.0  -1 0.0 -2.9752 
 0.4970  0.0  -1 0.0 -3.0119 
 0.5030  0.0  -1 0.0 -3.0487 
 0.5091  0.0  -1 0.0 -3.0854 
 0.5152  0.0  -1 0.0 -3.1221 
 0.5212  0.0  -1 0.0 -3.1589 
 0.5273  0.0  -1 0.0 -3.1956 
 0.5333  0.0  -1 0.0 -3.2323 
 0.5394  0.0  -1 0.0 -3.2691 
 0.5455  0.0  -1 0.0 -3.3058 
 0.5515  0.0  -1 0.0 -3.3425 
 0.5576  0.0  -1 0.0 -3.3792 
 0.5636  0.0  -1 0.0 -3.4160 
 0.5697  0.0  -1 0.0 -3.4527 
 0.5758  0.0  -1 0.0 -3.4894 
 0.5818  0.0  -1 0.0 -3.5262 
 0.5879  0.0  -1 0.0 -3.5629 
 0.5939  0.0  -1 0.0 -3.5996 
 0.6000  0.0  1 0.0  0.0 
Fin Nodos 
